a's                 Doc1 [9320] Doc1 [6073] 
doings              Doc1 [9165] Doc2 [13325] Doc3 [41562] Doc3 [33359] Doc5 [51857] 
doke                Doc1 [4745] Doc1 [4202] 
dolabelly           Doc1 [2632] 
doleful             Doc2 [29056] Doc2 [25714] Doc3 [34946] 
dolefully           Doc1 [8716] Doc2 [18144] Doc2 [19144] Doc2 [17570] 
dolge               Doc2 [15047] Doc2 [15016] 
doll                Doc2 [18383] 
dollar              Doc1 [6495] 
dollars             Doc1 [7912] Doc1 [10231] Doc1 [4542] 
dolt                Doc2 [18849] 
dom                 Doc1 [8278] 
domain              Doc1 [7614] Doc1 [3707] 
dome                Doc1 [10012] Doc2 [17187] 
domestic            Doc1 [2912] Doc1 [4522] Doc1 [4641] Doc1 [8052] Doc1 [8420] Doc1 [8461] Doc1 [9453] Doc1 [10379] Doc1 [2250] Doc2 [12371] Doc2 [15562] Doc2 [18230] Doc2 [18335] Doc2 [18481] Doc2 [20876] Doc2 [21707] Doc2 [12001] Doc3 [36667] Doc3 [38496] Doc3 [39220] Doc3 [39225] Doc3 [39258] Doc3 [44654] Doc3 [32654] Doc5 [48792] 
domesticated        Doc1 [4065] 
domestication       Doc1 [10157] 
domestics           Doc3 [38452] 
dominans            Doc1 [7343] 
dominant            Doc1 [4758] Doc2 [26336] 
domination          Doc1 [5043] 
dominative          Doc1 [6421] 
dominion            Doc1 [10038] Doc1 [8232] Doc4 [46010] Doc4 [46007] 
dominions           Doc2 [26379] 
don                 Doc1 [7775] Doc1 [6169] Doc2 [10447] Doc2 [10558] Doc2 [10691] Doc2 [10693] Doc2 [11120] Doc2 [11329] Doc2 [11420] Doc2 [11576] Doc2 [11690] Doc2 [11800] Doc2 [11800] Doc2 [11885] Doc2 [11947] Doc2 [11955] Doc2 [12165] Doc2 [12216] Doc2 [12221] Doc2 [12289] Doc2 [12315] Doc2 [12322] Doc2 [12323] Doc2 [12331] Doc2 [12583] Doc2 [12608] Doc2 [12633] Doc2 [12651] Doc2 [12834] Doc2 [13003] Doc2 [13005] Doc2 [13069] Doc2 [13081] Doc2 [13155] Doc2 [13157] Doc2 [13158] Doc2 [13226] Doc2 [13230] Doc2 [13249] Doc2 [13268] Doc2 [13269] Doc2 [13307] Doc2 [13316] Doc2 [13483] Doc2 [13769] Doc2 [13821] Doc2 [13823] Doc2 [13929] Doc2 [13933] Doc2 [13980] Doc2 [14046] Doc2 [14046] Doc2 [14521] Doc2 [14552] Doc2 [14669] Doc2 [14716] Doc2 [14919] Doc2 [14929] Doc2 [14969] Doc2 [14969] Doc2 [14978] Doc2 [14991] Doc2 [15067] Doc2 [15227] Doc2 [15491] Doc2 [15560] Doc2 [15641] Doc2 [15647] Doc2 [15651] Doc2 [15706] Doc2 [15786] Doc2 [15789] Doc2 [15811] Doc2 [15821] Doc2 [15821] Doc2 [15846] Doc2 [15846] Doc2 [15930] Doc2 [15931] Doc2 [15938] Doc2 [15958] Doc2 [15974] Doc2 [16097] Doc2 [16101] Doc2 [16183] Doc2 [16191] Doc2 [16331] Doc2 [16421] Doc2 [16551] Doc2 [16553] Doc2 [16590] Doc2 [16624] Doc2 [16677] Doc2 [16807] Doc2 [16818] Doc2 [16866] Doc2 [16867] Doc2 [16935] Doc2 [17101] Doc2 [17118] Doc2 [17253] Doc2 [17266] Doc2 [17288] Doc2 [17302] Doc2 [17315] Doc2 [17471] Doc2 [17545] Doc2 [17688] Doc2 [17698] Doc2 [17736] Doc2 [17767] Doc2 [17775] Doc2 [17823] Doc2 [17920] Doc2 [17937] Doc2 [17948] Doc2 [18122] Doc2 [18134] Doc2 [18366] Doc2 [18623] Doc2 [18647] Doc2 [18731] Doc2 [18772] Doc2 [18871] Doc2 [18891] Doc2 [18903] Doc2 [18947] Doc2 [18972] Doc2 [19024] Doc2 [19046] Doc2 [19176] Doc2 [19263] Doc2 [19315] Doc2 [19337] Doc2 [19389] Doc2 [19391] Doc2 [19399] Doc2 [19585] Doc2 [19796] Doc2 [19802] Doc2 [19803] Doc2 [19845] Doc2 [19851] Doc2 [19856] Doc2 [19857] Doc2 [20080] Doc2 [20186] Doc2 [20279] Doc2 [20331] Doc2 [20502] Doc2 [20604] Doc2 [20640] Doc2 [20644] Doc2 [20644] Doc2 [20645] Doc2 [20753] Doc2 [20871] Doc2 [20914] Doc2 [20918] Doc2 [21008] Doc2 [21062] Doc2 [21115] Doc2 [21121] Doc2 [21274] Doc2 [21279] Doc2 [21301] Doc2 [21303] Doc2 [21349] Doc2 [21354] Doc2 [21378] Doc2 [21383] Doc2 [21500] Doc2 [21593] Doc2 [22135] Doc2 [22225] Doc2 [22239] Doc2 [22255] Doc2 [22271] Doc2 [22282] Doc2 [22386] Doc2 [22390] Doc2 [22390] Doc2 [22543] Doc2 [22956] Doc2 [23381] Doc2 [23395] Doc2 [23405] Doc2 [23586] Doc2 [23718] Doc2 [23722] Doc2 [23793] Doc2 [23795] Doc2 [23801] Doc2 [24028] Doc2 [24205] Doc2 [24227] Doc2 [24233] Doc2 [24248] Doc2 [24343] Doc2 [24343] Doc2 [24344] Doc2 [24344] Doc2 [24580] Doc2 [24653] Doc2 [24847] Doc2 [24853] Doc2 [24930] Doc2 [24934] Doc2 [24945] Doc2 [24956] Doc2 [24962] Doc2 [24963] Doc2 [24963] Doc2 [25250] Doc2 [25282] Doc2 [25289] Doc2 [25293] Doc2 [25299] Doc2 [25308] Doc2 [25479] Doc2 [25529] Doc2 [25532] Doc2 [25609] Doc2 [25641] Doc2 [25682] Doc2 [25728] Doc2 [25731] Doc2 [25747] Doc2 [25783] Doc2 [25790] Doc2 [25813] Doc2 [25835] Doc2 [25901] Doc2 [25948] Doc2 [25969] Doc2 [25973] Doc2 [25974] Doc2 [26057] Doc2 [26141] Doc2 [26213] Doc2 [26229] Doc2 [26233] Doc2 [26234] Doc2 [26586] Doc2 [26591] Doc2 [26594] Doc2 [26598] Doc2 [26787] Doc2 [26787] Doc2 [26825] Doc2 [26849] Doc2 [27128] Doc2 [27139] Doc2 [27355] Doc2 [27363] Doc2 [27387] Doc2 [27388] Doc2 [27542] Doc2 [27639] Doc2 [27653] Doc2 [28121] Doc2 [28142] Doc2 [28394] Doc2 [28664] Doc2 [28668] Doc2 [28860] Doc2 [28865] Doc2 [29093] Doc2 [29265] Doc2 [29284] Doc2 [29405] Doc2 [29588] Doc2 [29608] Doc2 [29689] Doc2 [29715] Doc2 [29752] Doc2 [29998] Doc2 [30013] Doc2 [30237] Doc2 [30239] Doc2 [30310] Doc2 [30449] Doc2 [30460] Doc2 [30460] Doc2 [30548] Doc2 [30557] Doc2 [10447] Doc3 [41436] Doc3 [42031] Doc3 [42185] Doc3 [42525] Doc3 [42588] Doc3 [30873] Doc5 [48055] Doc5 [48157] Doc5 [48388] Doc5 [48470] Doc5 [48536] Doc5 [48669] Doc5 [48816] Doc5 [48983] Doc5 [48985] Doc5 [49057] Doc5 [49225] Doc5 [49227] Doc5 [49474] Doc5 [49480] Doc5 [49491] Doc5 [49492] Doc5 [49492] Doc5 [49500] Doc5 [49624] Doc5 [49625] Doc5 [49702] Doc5 [49704] Doc5 [49767] Doc5 [49767] Doc5 [49785] Doc5 [49825] Doc5 [50063] Doc5 [50168] Doc5 [50314] Doc5 [50370] Doc5 [50375] Doc5 [50446] Doc5 [50577] Doc5 [50660] Doc5 [50735] Doc5 [50755] Doc5 [50765] Doc5 [50767] Doc5 [50830] Doc5 [51116] Doc5 [51116] Doc5 [51133] Doc5 [51142] Doc5 [51155] Doc5 [51256] Doc5 [51325] Doc5 [51558] Doc5 [51559] Doc5 [51575] Doc5 [51586] Doc5 [51588] Doc5 [51704] Doc5 [51890] Doc5 [52062] Doc5 [52110] Doc5 [52123] Doc5 [52320] Doc5 [52329] Doc5 [48005] 
don't               Doc0 [221] Doc0 [230] Doc0 [240] Doc0 [301] Doc0 [302] Doc0 [522] Doc0 [600] Doc0 [678] Doc0 [754] Doc0 [772] Doc0 [795] Doc0 [970] Doc0 [972] Doc0 [1079] Doc0 [1175] Doc0 [130] Doc1 [2591] Doc1 [2733] Doc1 [5094] Doc1 [5341] Doc1 [6050] Doc1 [6486] Doc1 [7090] Doc1 [7263] Doc1 [9206] Doc1 [9214] Doc1 [9216] Doc1 [2356] 
doncas              Doc1 [4903] 
done                Doc0 [691] Doc0 [1000] Doc0 [1049] Doc0 [178] Doc1 [1520] Doc1 [1936] Doc1 [2482] Doc1 [2681] Doc1 [2681] Doc1 [2849] Doc1 [3492] Doc1 [4328] Doc1 [6026] Doc1 [6336] Doc1 [6380] Doc1 [7145] Doc1 [7365] Doc1 [8192] Doc1 [8294] Doc1 [9363] Doc1 [9594] Doc1 [9733] Doc1 [1518] Doc2 [10750] Doc2 [10836] Doc2 [10846] Doc2 [10926] Doc2 [11208] Doc2 [11272] Doc2 [11442] Doc2 [11482] Doc2 [11569] Doc2 [11682] Doc2 [11813] Doc2 [11824] Doc2 [11927] Doc2 [11956] Doc2 [12241] Doc2 [12296] Doc2 [12587] Doc2 [12612] Doc2 [12656] Doc2 [12736] Doc2 [12741] Doc2 [13080] Doc2 [13211] Doc2 [13288] Doc2 [13304] Doc2 [13532] Doc2 [13556] Doc2 [13580] Doc2 [13631] Doc2 [13899] Doc2 [14017] Doc2 [14065] Doc2 [14066] Doc2 [14235] Doc2 [14255] Doc2 [14355] Doc2 [14463] Doc2 [14715] Doc2 [14741] Doc2 [14799] Doc2 [14800] Doc2 [14800] Doc2 [14871] Doc2 [14938] Doc2 [14938] Doc2 [15411] Doc2 [15615] Doc2 [15709] Doc2 [15732] Doc2 [15797] Doc2 [15818] Doc2 [15895] Doc2 [15911] Doc2 [15976] Doc2 [16158] Doc2 [16218] Doc2 [16493] Doc2 [16720] Doc2 [16825] Doc2 [17042] Doc2 [17221] Doc2 [17295] Doc2 [17353] Doc2 [17844] Doc2 [17968] Doc2 [18342] Doc2 [18410] Doc2 [18794] Doc2 [18849] Doc2 [18869] Doc2 [19130] Doc2 [19488] Doc2 [19888] Doc2 [19914] Doc2 [20654] Doc2 [20682] Doc2 [20750] Doc2 [20792] Doc2 [21283] Doc2 [21298] Doc2 [21298] Doc2 [21330] Doc2 [21448] Doc2 [21623] Doc2 [21746] Doc2 [21757] Doc2 [22001] Doc2 [22100] Doc2 [22124] Doc2 [22263] Doc2 [22716] Doc2 [22747] Doc2 [22878] Doc2 [22882] Doc2 [23163] Doc2 [23174] Doc2 [23587] Doc2 [23666] Doc2 [23668] Doc2 [23669] Doc2 [23669] Doc2 [23687] Doc2 [23699] Doc2 [23755] Doc2 [23778] Doc2 [23856] Doc2 [23857] Doc2 [23938] Doc2 [23984] Doc2 [24155] Doc2 [24215] Doc2 [24259] Doc2 [24264] Doc2 [24265] Doc2 [24274] Doc2 [24442] Doc2 [24486] Doc2 [24490] Doc2 [24563] Doc2 [24613] Doc2 [24627] Doc2 [24633] Doc2 [24706] Doc2 [24708] Doc2 [24742] Doc2 [24746] Doc2 [24792] Doc2 [24817] Doc2 [24946] Doc2 [24972] Doc2 [25036] Doc2 [25076] Doc2 [25189] Doc2 [25281] Doc2 [25299] Doc2 [25472] Doc2 [25475] Doc2 [25579] Doc2 [25581] Doc2 [25601] Doc2 [25637] Doc2 [25649] Doc2 [25649] Doc2 [25732] Doc2 [25905] Doc2 [25952] Doc2 [25963] Doc2 [26276] Doc2 [26285] Doc2 [26397] Doc2 [26555] Doc2 [26626] Doc2 [26908] Doc2 [26911] Doc2 [26935] Doc2 [26938] Doc2 [26999] Doc2 [27051] Doc2 [27051] Doc2 [27053] Doc2 [27062] Doc2 [27062] Doc2 [27064] Doc2 [27066] Doc2 [27083] Doc2 [27083] Doc2 [27083] Doc2 [27084] Doc2 [27088] Doc2 [27108] Doc2 [27158] Doc2 [27255] Doc2 [27417] Doc2 [27517] Doc2 [27542] Doc2 [27699] Doc2 [27733] Doc2 [27805] Doc2 [27805] Doc2 [27883] Doc2 [27984] Doc2 [28174] Doc2 [28175] Doc2 [28235] Doc2 [28252] Doc2 [28259] Doc2 [28267] Doc2 [28492] Doc2 [28627] Doc2 [28634] Doc2 [28853] Doc2 [28856] Doc2 [28857] Doc2 [29023] Doc2 [29294] Doc2 [29309] Doc2 [29387] Doc2 [29402] Doc2 [29566] Doc2 [29566] Doc2 [29700] Doc2 [29866] Doc2 [29890] Doc2 [30002] Doc2 [30032] Doc2 [30114] Doc2 [30334] Doc2 [30339] Doc2 [30446] Doc2 [30469] Doc2 [30595] Doc2 [10749] Doc3 [32403] Doc3 [32819] Doc3 [32964] Doc3 [33113] Doc3 [33344] Doc3 [33344] Doc3 [33651] Doc3 [33666] Doc3 [33739] Doc3 [33744] Doc3 [33850] Doc3 [33875] Doc3 [34322] Doc3 [34327] Doc3 [34469] Doc3 [34755] Doc3 [34922] Doc3 [35152] Doc3 [35258] Doc3 [35334] Doc3 [35365] Doc3 [35604] Doc3 [35644] Doc3 [35648] Doc3 [35703] Doc3 [35827] Doc3 [36474] Doc3 [36579] Doc3 [36663] Doc3 [36738] Doc3 [37011] Doc3 [37093] Doc3 [37606] Doc3 [37623] Doc3 [37670] Doc3 [37703] Doc3 [37768] Doc3 [37928] Doc3 [37936] Doc3 [37937] Doc3 [37939] Doc3 [38093] Doc3 [38179] Doc3 [38454] Doc3 [38465] Doc3 [38804] Doc3 [38863] Doc3 [38911] Doc3 [39436] Doc3 [39615] Doc3 [39623] Doc3 [39652] Doc3 [39924] Doc3 [40019] Doc3 [40023] Doc3 [40562] Doc3 [40567] Doc3 [40568] Doc3 [40600] Doc3 [40665] Doc3 [40680] Doc3 [40700] Doc3 [40953] Doc3 [41124] Doc3 [41525] Doc3 [41537] Doc3 [41549] Doc3 [41586] Doc3 [41593] Doc3 [41707] Doc3 [41739] Doc3 [41742] Doc3 [41749] Doc3 [42113] Doc3 [42190] Doc3 [42283] Doc3 [42299] Doc3 [42303] Doc3 [42330] Doc3 [42373] Doc3 [42375] Doc3 [42382] Doc3 [42799] Doc3 [43007] Doc3 [43618] Doc3 [44134] Doc3 [44380] Doc3 [44494] Doc3 [44549] Doc3 [44550] Doc3 [44565] Doc3 [32236] Doc4 [46186] Doc4 [47774] Doc4 [45258] Doc5 [48127] Doc5 [48143] Doc5 [48146] Doc5 [48150] Doc5 [48178] Doc5 [48409] Doc5 [48914] Doc5 [48917] Doc5 [49855] Doc5 [50490] Doc5 [50582] Doc5 [50971] Doc5 [50984] Doc5 [51242] Doc5 [51266] Doc5 [51458] Doc5 [51525] Doc5 [51610] Doc5 [51623] Doc5 [51859] Doc5 [51896] Doc5 [51981] Doc5 [52043] Doc5 [52074] Doc5 [52121] Doc5 [52266] Doc5 [52348] Doc5 [52393] Doc5 [48083] 
donkey              Doc1 [3099] Doc1 [1749] Doc2 [30326] 
donkiboi            Doc1 [6042] 
donor               Doc1 [4239] Doc1 [3777] Doc2 [22413] 
doo                 Doc2 [12214] 
doodge              Doc1 [10368] 
doom                Doc1 [8208] 
doomed              Doc1 [3213] Doc2 [29531] 
door                Doc0 [75] Doc0 [78] Doc0 [108] Doc0 [112] Doc0 [129] Doc0 [149] Doc0 [187] Doc0 [188] Doc0 [434] Doc0 [443] Doc0 [478] Doc0 [479] Doc0 [540] Doc0 [706] Doc0 [718] Doc0 [719] Doc0 [722] Doc0 [733] Doc0 [733] Doc0 [878] Doc0 [882] Doc0 [1100] Doc0 [66] Doc1 [5741] Doc1 [6476] Doc1 [6956] Doc1 [10288] Doc1 [3140] Doc2 [10641] Doc2 [10666] Doc2 [10668] Doc2 [10960] Doc2 [10961] Doc2 [10962] Doc2 [11286] Doc2 [11303] Doc2 [11304] Doc2 [11477] Doc2 [11538] Doc2 [11561] Doc2 [11589] Doc2 [12325] Doc2 [12374] Doc2 [12468] Doc2 [12527] Doc2 [12641] Doc2 [12647] Doc2 [12656] Doc2 [12773] Doc2 [12895] Doc2 [12972] Doc2 [13156] Doc2 [13157] Doc2 [13404] Doc2 [13583] Doc2 [13620] Doc2 [13640] Doc2 [13647] Doc2 [13812] Doc2 [13835] Doc2 [14242] Doc2 [14465] Doc2 [14590] Doc2 [14789] Doc2 [14973] Doc2 [15137] Doc2 [15149] Doc2 [15306] Doc2 [15347] Doc2 [15357] Doc2 [15422] Doc2 [16058] Doc2 [16302] Doc2 [16336] Doc2 [16395] Doc2 [16396] Doc2 [16450] Doc2 [16455] Doc2 [16725] Doc2 [16742] Doc2 [17110] Doc2 [17136] Doc2 [17203] Doc2 [17205] Doc2 [17541] Doc2 [17597] Doc2 [17599] Doc2 [17602] Doc2 [17604] Doc2 [17783] Doc2 [18610] Doc2 [18895] Doc2 [18951] Doc2 [19123] Doc2 [19146] Doc2 [19366] Doc2 [19374] Doc2 [19483] Doc2 [20049] Doc2 [20140] Doc2 [20368] Doc2 [20847] Doc2 [20940] Doc2 [21006] Doc2 [21044] Doc2 [21072] Doc2 [21076] Doc2 [21702] Doc2 [21780] Doc2 [21946] Doc2 [21949] Doc2 [21972] Doc2 [22003] Doc2 [22010] Doc2 [22014] Doc2 [22065] Doc2 [22278] Doc2 [22515] Doc2 [22688] Doc2 [23207] Doc2 [23220] Doc2 [23930] Doc2 [23941] Doc2 [23963] Doc2 [24010] Doc2 [24017] Doc2 [24023] Doc2 [24091] Doc2 [24326] Doc2 [24438] Doc2 [24592] Doc2 [24931] Doc2 [25243] Doc2 [25264] Doc2 [25737] Doc2 [25761] Doc2 [25768] Doc2 [26035] Doc2 [26039] Doc2 [26106] Doc2 [26152] Doc2 [26240] Doc2 [26246] Doc2 [26442] Doc2 [26489] Doc2 [26904] Doc2 [27176] Doc2 [27177] Doc2 [27217] Doc2 [27785] Doc2 [27899] Doc2 [28062] Doc2 [28070] Doc2 [28075] Doc2 [28292] Doc2 [28293] Doc2 [28372] Doc2 [28423] Doc2 [28426] Doc2 [28555] Doc2 [29253] Doc2 [29349] Doc2 [29410] Doc2 [29450] Doc2 [29580] Doc2 [30267] Doc2 [30351] Doc2 [30523] Doc2 [10546] Doc3 [31801] Doc3 [32153] Doc3 [32720] Doc3 [33418] Doc3 [34783] Doc3 [36062] Doc3 [36266] Doc3 [36386] Doc3 [36484] Doc3 [36805] Doc3 [37139] Doc3 [37143] Doc3 [37755] Doc3 [38513] Doc3 [38522] Doc3 [39442] Doc3 [40506] Doc3 [40863] Doc3 [41950] Doc3 [41953] Doc3 [42105] Doc3 [42497] Doc3 [42716] Doc3 [43110] Doc3 [43161] Doc3 [43206] Doc3 [43211] Doc3 [43358] Doc3 [43429] Doc3 [43669] Doc3 [43677] Doc3 [30938] Doc5 [48282] Doc5 [48454] Doc5 [48565] Doc5 [48798] Doc5 [48897] Doc5 [49253] Doc5 [49825] Doc5 [49947] Doc5 [49955] Doc5 [50116] Doc5 [50119] Doc5 [50718] Doc5 [50831] Doc5 [50852] Doc5 [50878] Doc5 [51032] Doc5 [51334] Doc5 [51649] Doc5 [51911] Doc5 [51954] Doc5 [48239] 
door-bell           Doc3 [37572] Doc3 [36917] 
door-chain          Doc2 [14982] 
door-mat            Doc1 [2966] 
door-mats           Doc2 [14432] 
door-step           Doc2 [22589] Doc2 [11549] 
doorkeeper          Doc1 [3141] 
doors               Doc0 [71] Doc0 [64] Doc1 [7064] Doc2 [17539] Doc2 [18253] Doc2 [19606] Doc2 [19831] Doc2 [22772] Doc2 [23491] Doc2 [23904] Doc2 [24538] Doc2 [25999] Doc2 [26532] Doc2 [12205] Doc3 [36574] Doc3 [36877] Doc3 [37263] Doc3 [37264] Doc3 [41409] Doc3 [42102] Doc3 [43425] Doc3 [36506] Doc5 [50456] Doc5 [50503] Doc5 [48351] 
doorstep            Doc1 [2608] Doc2 [11200] 
doorsteps           Doc2 [17383] 
doorway             Doc0 [83] Doc2 [21694] Doc2 [22587] Doc2 [24606] Doc2 [25699] Doc2 [28079] Doc2 [21153] Doc3 [36518] Doc5 [51339] 
dorians             Doc1 [7912] 
dormitory           Doc1 [6848] 
dormouse            Doc0 [840] Doc0 [845] Doc0 [870] Doc0 [873] Doc0 [1076] Doc0 [816] Doc2 [20095] Doc2 [20094] 
dort                Doc1 [5491] 
dose                Doc1 [2117] Doc3 [33258] 
dosed               Doc2 [10804] 
doses               Doc1 [3250] 
dost                Doc1 [3556] 
dote                Doc1 [9426] 
doth                Doc1 [2535] Doc1 [2731] Doc1 [3786] Doc1 [4750] Doc1 [2533] 
dots                Doc2 [16044] Doc2 [13789] 
double              Doc0 [953] Doc1 [9969] Doc1 [5987] Doc2 [24538] Doc2 [26071] Doc2 [11760] Doc3 [39262] Doc3 [35013] 
double-bedded       Doc2 [28791] 
double-caped        Doc2 [27202] 
doubled             Doc1 [3006] Doc2 [18445] Doc3 [39343] 
doubles             Doc1 [3899] 
doubling            Doc2 [18383] 
doubloons           Doc1 [3981] 
doubly              Doc2 [20721] Doc3 [38693] 
doubt               Doc0 [531] Doc1 [2356] Doc1 [2601] Doc1 [4217] Doc1 [4900] Doc1 [4912] Doc1 [5071] Doc1 [5088] Doc1 [8302] Doc1 [9626] Doc1 [9976] Doc1 [2319] Doc2 [11482] Doc2 [11694] Doc2 [12058] Doc2 [12255] Doc2 [12299] Doc2 [12419] Doc2 [13082] Doc2 [13198] Doc2 [13480] Doc2 [13480] Doc2 [13967] Doc2 [14420] Doc2 [15494] Doc2 [15569] Doc2 [15840] Doc2 [15899] Doc2 [15912] Doc2 [16378] Doc2 [16659] Doc2 [17087] Doc2 [17887] Doc2 [18130] Doc2 [18476] Doc2 [18552] Doc2 [19428] Doc2 [20190] Doc2 [20257] Doc2 [20292] Doc2 [20396] Doc2 [20725] Doc2 [20762] Doc2 [20973] Doc2 [20994] Doc2 [21129] Doc2 [21136] Doc2 [21528] Doc2 [22928] Doc2 [23307] Doc2 [23411] Doc2 [24407] Doc2 [24409] Doc2 [24453] Doc2 [24497] Doc2 [25017] Doc2 [25118] Doc2 [25909] Doc2 [26230] Doc2 [26533] Doc2 [27218] Doc2 [27321] Doc2 [27857] Doc2 [27943] Doc2 [27983] Doc2 [28209] Doc2 [28462] Doc2 [29033] Doc2 [29072] Doc2 [30056] Doc2 [30351] Doc2 [11208] Doc3 [31569] Doc3 [31881] Doc3 [32140] Doc3 [32147] Doc3 [33078] Doc3 [33127] Doc3 [33660] Doc3 [34009] Doc3 [34178] Doc3 [34295] Doc3 [34618] Doc3 [34955] Doc3 [35128] Doc3 [35582] Doc3 [35635] Doc3 [35732] Doc3 [36454] Doc3 [36735] Doc3 [37303] Doc3 [37611] Doc3 [38005] Doc3 [38019] Doc3 [38934] Doc3 [40032] Doc3 [40545] Doc3 [40774] Doc3 [41045] Doc3 [41957] Doc3 [42308] Doc3 [43243] Doc3 [43736] Doc3 [44066] Doc3 [44136] Doc3 [44159] Doc3 [44222] Doc3 [44282] Doc3 [31307] Doc4 [44933] Doc4 [44935] Doc4 [44947] Doc4 [44954] Doc4 [45021] Doc4 [45021] Doc4 [45022] Doc4 [45259] Doc4 [45418] Doc4 [45425] Doc4 [45431] Doc4 [45435] Doc4 [45439] Doc4 [45447] Doc4 [45450] Doc4 [45457] Doc4 [45460] Doc4 [45462] Doc4 [45488] Doc4 [45488] Doc4 [45493] Doc4 [45496] Doc4 [45515] Doc4 [45596] Doc4 [45604] Doc4 [45658] Doc4 [45885] Doc4 [45898] Doc4 [45934] Doc4 [46021] Doc4 [46025] Doc4 [46051] Doc4 [46084] Doc4 [46411] Doc4 [47254] Doc4 [47294] Doc4 [47645] Doc4 [47685] Doc4 [47806] Doc4 [47814] Doc4 [44833] Doc5 [49639] Doc5 [49788] Doc5 [49993] Doc5 [50208] Doc5 [50409] Doc5 [51388] Doc5 [51605] Doc5 [51942] Doc5 [48896] 
doubted             Doc1 [3853] Doc1 [1752] Doc2 [26313] Doc2 [29114] Doc2 [20573] Doc3 [35604] Doc3 [37294] Doc3 [37502] Doc3 [37590] Doc3 [39586] Doc3 [41843] Doc3 [44427] Doc3 [33660] Doc4 [46196] Doc4 [46764] Doc4 [47626] Doc4 [45040] Doc5 [51605] 
doubtful            Doc1 [8542] Doc1 [6578] Doc2 [27370] Doc2 [29952] Doc2 [27370] Doc3 [35868] Doc3 [31213] Doc4 [45104] Doc4 [45428] Doc4 [45480] Doc4 [45017] Doc5 [48223] 
doubtfully          Doc0 [669] 
doubting            Doc2 [20289] Doc3 [44307] Doc3 [35394] Doc4 [45902] Doc4 [45023] 
doubtingly          Doc3 [44206] 
doubtless           Doc1 [1925] Doc1 [3976] Doc1 [4731] Doc1 [4879] Doc1 [5065] Doc1 [7048] Doc1 [9133] Doc1 [9818] Doc1 [10230] Doc1 [1817] Doc2 [28446] Doc2 [16507] Doc3 [38713] Doc3 [38011] Doc4 [45372] Doc4 [45798] Doc4 [47769] Doc4 [44858] Doc5 [48490] Doc5 [48656] Doc5 [49585] Doc5 [49844] Doc5 [49930] Doc5 [50174] Doc5 [51158] Doc5 [51842] Doc5 [48125] 
doubts              Doc2 [17089] Doc2 [29384] Doc2 [13199] Doc3 [44527] Doc3 [33041] Doc4 [45445] Doc4 [45890] Doc4 [45022] 
douglas             Doc5 [47948] Doc5 [48045] Doc5 [48050] Doc5 [48085] Doc5 [48154] Doc5 [48165] Doc5 [48172] Doc5 [48184] Doc5 [48213] Doc5 [47931] 
dove                Doc3 [39880] 
dove-cot            Doc2 [12949] 
dovedale            Doc3 [39329] 
dover               Doc2 [25950] Doc2 [25950] 
dower               Doc2 [18243] 
dowered             Doc1 [9760] 
down-and            Doc2 [12354] 
down-hill           Doc1 [1788] 
downcast            Doc2 [22170] Doc2 [24380] Doc2 [22142] 
downe               Doc1 [6646] 
downed              Doc1 [8255] 
downfall            Doc2 [30241] 
downhill            Doc2 [21038] 
downright           Doc2 [19302] Doc2 [18204] 
downstairs          Doc2 [13807] Doc2 [15432] Doc2 [17025] Doc2 [18266] Doc2 [18508] Doc2 [18674] Doc2 [21043] Doc2 [26241] Doc2 [27161] Doc2 [10941] Doc3 [36040] Doc3 [39660] Doc3 [41771] Doc3 [43424] Doc3 [43755] Doc3 [32019] Doc5 [48863] Doc5 [51274] Doc5 [51978] Doc5 [48287] 
downstroke          Doc2 [29816] 
downwards           Doc4 [47512] 
downy               Doc1 [1692] 
doze                Doc2 [24064] 
dozed               Doc2 [19885] Doc2 [24066] Doc2 [25748] Doc2 [27296] Doc2 [28510] Doc2 [19885] 
dozen               Doc1 [3793] Doc2 [10645] Doc2 [10898] Doc2 [11908] Doc2 [17516] Doc2 [18126] Doc2 [18803] Doc2 [18984] Doc2 [26749] Doc2 [28274] Doc2 [29049] Doc2 [29898] Doc2 [10644] Doc3 [35943] Doc3 [32114] Doc5 [50306] Doc5 [50868] Doc5 [48727] 
dozing              Doc0 [51] Doc2 [25739] Doc2 [26380] Doc2 [24065] 
dr                  Doc1 [1965] Doc1 [2118] Doc1 [2632] Doc1 [2919] Doc1 [3158] Doc1 [3160] Doc1 [3271] Doc1 [3854] Doc1 [4328] Doc1 [5254] Doc1 [5446] Doc1 [5515] Doc1 [5527] Doc1 [5710] Doc1 [5812] Doc1 [7225] Doc1 [7359] Doc1 [8432] Doc1 [9416] Doc1 [9593] Doc1 [1380] 
draft               Doc1 [8948] Doc1 [1683] 
drafted             Doc2 [11912] 
drafts              Doc1 [1683] 
drag                Doc2 [14357] Doc2 [25066] Doc2 [27735] Doc2 [11817] 
dragged             Doc1 [9586] Doc2 [11814] Doc2 [11814] Doc2 [15605] Doc2 [24454] Doc2 [27204] Doc2 [27205] Doc2 [11788] Doc5 [51435] 
dragging            Doc2 [13043] 
draggled            Doc0 [255] Doc2 [23643] 
dragons             Doc1 [8838] 
dragoon             Doc1 [2971] 
drags               Doc1 [9108] Doc1 [8467] 
dram                Doc2 [24016] Doc2 [11941] 
